GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
5912	1.61e-20	2.91e-22	0.208	-9.703777	-2.014055	5412.82	RAP2B	RAP2B, member of RAS oncogene family
27342	1.70e-20	3.10e-22	0.142	-9.697257	-1.372338	438.34	RABGEF1	RAB guanine nucleotide exchange factor 1
6867	1.70e-20	3.10e-22	0.15	-9.697121	-1.451344	928.71	TACC1	transforming acidic coiled-coil containing protein 1
2120	1.70e-20	3.09e-22	0.152	-9.697606	-1.471895	375.2	ETV6	ETS variant transcription factor 6
80162	1.80e-20	3.31e-22	0.386	9.690546	3.737091	55.65	PGGHG	protein-glucosylgalactosylhydroxylysine glucosidase
5786	1.91e-20	3.52e-22	0.152	-9.684178	-1.476746	562.03	PTPRA	protein tyrosine phosphatase receptor type A
10785	1.91e-20	3.52e-22	0.311	9.684068	3.008435	13.76	WDR4	WD repeat domain 4
973	1.99e-20	3.69e-22	0.346	9.679254	3.353279	85.15	CD79A	CD79a molecule
1200	2.04e-20	3.80e-22	0.22	-9.676446	-2.124739	6336.03	TPP1	tripeptidyl peptidase 1
54165	2.05e-20	3.83e-22	0.183	-9.675489	-1.773746	769.65	DCUN1D1	defective in cullin neddylation 1 domain containing 1
222166	2.25e-20	4.23e-22	0.207	-9.665447	-2.000175	4945.71	MTURN	maturin, neural progenitor differentiation regulator homolog
286102	2.33e-20	4.40e-22	0.403	9.66138	3.894894	15.75	TMED10P1	transmembrane p24 trafficking protein 10 pseudogene 1
30009	2.46e-20	4.66e-22	0.306	9.65539	2.953042	16.98	TBX21	T-box transcription factor 21
79993	2.54e-20	4.83e-22	0.225	-9.651793	-2.170054	4411.98	ELOVL7	ELOVL fatty acid elongase 7
167227	2.54e-20	4.85e-22	0.146	-9.651422	-1.40785	925.29	DCP2	decapping mRNA 2
665	2.57e-20	4.92e-22	0.204	-9.649823	-1.967951	5888.23	BNIP3L	BCL2 interacting protein 3 like
80228	2.60e-20	5.00e-22	0.205	-9.648156	-1.977828	1107.86	ORAI2	ORAI calcium release-activated calcium modulator 2
100505681	2.96e-20	5.71e-22	0.211	-9.634674	-2.036563	77.3	NAPA-AS1	NAPA antisense RNA 1
285074	3.02e-20	5.84e-22	0.172	-9.632269	-1.657374	92.53	ANAPC1P2	ANAPC1 pseudogene 2
5305	3.09e-20	6.01e-22	0.222	-9.629371	-2.133416	31825.74	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha
283922	3.17e-20	6.18e-22	0.351	9.62654	3.375568	14.33	PDPR2P	pyruvate dehydrogenase phosphatase regulatory subunit 2, pseudogene
7009	3.25e-20	6.36e-22	0.179	-9.623586	-1.726688	5347.51	TMBIM6	transmembrane BAX inhibitor motif containing 6
23052	3.49e-20	6.86e-22	0.204	-9.615728	-1.964342	2629.62	ENDOD1	endonuclease domain containing 1
11261	3.55e-20	7.01e-22	0.165	-9.613462	-1.586086	587.7	CHP1	calcineurin like EF-hand protein 1
55969	3.64e-20	7.20e-22	0.176	-9.610746	-1.695769	98.21	RAB5IF	RAB5 interacting factor
105371224	3.65e-20	7.26e-22	0.224	9.609922	2.149608	36.31	LOC105371224	uncharacterized LOC105371224
22984	3.66e-20	7.31e-22	0.281	9.609206	2.703225	38.93	PDCD11	programmed cell death 11
25907	3.71e-20	7.46e-22	0.245	-9.607174	-2.357601	133.63	TMEM158	transmembrane protein 158
7786	3.71e-20	7.47e-22	0.161	-9.607034	-1.548561	285.23	MAP3K12	mitogen-activated protein kinase kinase kinase 12
4122	4.30e-20	8.68e-22	0.202	-9.591496	-1.935363	596.34	MAN2A2	mannosidase alpha class 2A member 2
100190986	4.48e-20	9.08e-22	0.329	9.586814	3.158388	19.7	LOC100190986	uncharacterized LOC100190986
4627	4.50e-20	9.16e-22	0.199	-9.585981	-1.903459	9452.21	MYH9	myosin heavy chain 9
3964	4.87e-20	9.93e-22	0.191	-9.577602	-1.8273	1011.52	LGALS8	galectin 8
9749	6.59e-20	1.35e-21	0.166	-9.545942	-1.588332	512.2	PHACTR2	phosphatase and actin regulator 2
92092	6.81e-20	1.40e-21	0.236	-9.542054	-2.254982	1228.01	ZC3HAV1L	zinc finger CCCH-type containing, antiviral 1 like
25923	7.09e-20	1.46e-21	0.208	-9.537609	-1.981153	784.1	ATL3	atlastin GTPase 3
3575	7.48e-20	1.55e-21	0.251	9.531612	2.392533	442.58	IL7R	interleukin 7 receptor
374879	7.86e-20	1.63e-21	0.379	9.526079	3.612132	25.04	ZNF699	zinc finger protein 699
4008	8.04e-20	1.68e-21	0.324	9.523409	3.080954	33.98	LMO7	LIM domain 7
347733	8.47e-20	1.77e-21	0.321	-9.517646	-3.055853	68.13	TUBB2B	tubulin beta 2B class IIb
3423	8.85e-20	1.86e-21	0.198	-9.512636	-1.881486	3209.71	IDS	iduronate 2-sulfatase
2821	9.24e-20	1.95e-21	0.198	-9.507825	-1.881248	1270.89	GPI	glucose-6-phosphate isomerase
427	9.54e-20	2.02e-21	0.242	-9.504177	-2.299747	12170.47	ASAH1	N-acylsphingosine amidohydrolase 1
107984023	9.82e-20	2.08e-21	0.377	9.500791	3.581148	10.57	LOC107984023	
51071	1.01e-19	2.14e-21	0.235	-9.497885	-2.234289	1895.61	DERA	deoxyribose-phosphate aldolase
2149	1.04e-19	2.22e-21	0.199	-9.494301	-1.893365	2386.39	F2R	coagulation factor II thrombin receptor
441733	1.04e-19	2.24e-21	0.363	9.49332	3.442392	23.67	PRKXP1	PRKX pseudogene 1
8500	1.07e-19	2.29e-21	0.181	-9.490775	-1.7159	678.57	PPFIA1	PTPRF interacting protein alpha 1
4501	1.09e-19	2.34e-21	0.286	-9.488501	-2.715747	184.64	MT1X	metallothionein 1X
100527943	1.09e-19	2.35e-21	0.178	-9.488182	-1.69235	93.79	TGIF2-RAB5IF	TGIF2-RAB5IF readthrough
105375945	1.09e-19	2.36e-21	0.419	9.487741	3.976747	30.17	LOC105375945	uncharacterized LOC105375945
9806	1.10e-19	2.40e-21	0.355	9.486237	3.366727	61.46	SPOCK2	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2
647979	1.15e-19	2.51e-21	0.186	-9.481203	-1.764068	5895.01	NORAD	non-coding RNA activated by DNA damage
10152	1.24e-19	2.72e-21	0.175	-9.473151	-1.660412	672.77	ABI2	abl interactor 2
6845	1.26e-19	2.78e-21	0.221	-9.47085	-2.092217	3042.14	VAMP7	vesicle associated membrane protein 7
84632	1.43e-19	3.17e-21	0.222	-9.45695	-2.096411	234.1	AFAP1L2	actin filament associated protein 1 like 2
10625	1.58e-19	3.51e-21	0.183	-9.446201	-1.727874	1729.77	IVNS1ABP	influenza virus NS1A binding protein
1601	1.58e-19	3.51e-21	0.199	-9.446367	-1.876212	8152.72	DAB2	DAB adaptor protein 2
8363	1.65e-19	3.68e-21	0.198	-9.441251	-1.865242	19.99	H4C11	H4 clustered histone 11
148709	1.71e-19	3.82e-21	0.478	9.437435	4.510485	12.66	ACTG1P25	actin gamma 1 pseudogene 25
8165	1.74e-19	3.90e-21	0.345	9.435168	3.257932	16.2	AKAP1	A-kinase anchoring protein 1
51105	1.81e-19	4.09e-21	0.182	-9.43026	-1.719536	555.84	PHF20L1	PHD finger protein 20 like 1
26137	2.12e-19	4.80e-21	0.23	9.41348	2.167762	101.12	ZBTB20	zinc finger and BTB domain containing 20
6533	2.24e-19	5.09e-21	0.18	-9.407234	-1.694546	321.58	SLC6A6	solute carrier family 6 member 6
5580	2.45e-19	5.58e-21	0.188	-9.397655	-1.768734	587.05	PRKCD	protein kinase C delta
338440	2.49e-19	5.69e-21	0.414	9.395522	3.885528	11.13	ANO9	anoctamin 9
105377291	2.77e-19	6.34e-21	0.178	-9.384202	-1.671452	66.36	LOC105377291	uncharacterized LOC105377291
8440	2.89e-19	6.65e-21	0.251	-9.379114	-2.35254	1026.78	NCK2	NCK adaptor protein 2
219771	2.95e-19	6.81e-21	0.179	-9.376637	-1.677456	747.99	CCNY	cyclin Y
3257	3.04e-19	7.04e-21	0.197	-9.373196	-1.845367	510.24	HPS1	HPS1 biogenesis of lysosomal organelles complex 3 subunit 1
64853	3.10e-19	7.18e-21	0.159	-9.371003	-1.493467	216.67	AIDA	axin interactor, dorsalization associated
9208	3.12e-19	7.27e-21	0.138	-9.36969	-1.294307	1391.37	LRRFIP1	LRR binding FLII interacting protein 1
197320	3.21e-19	7.50e-21	0.162	-9.366515	-1.515384	166.37	ZNF778	zinc finger protein 778
101929599	3.26e-19	7.65e-21	0.336	9.364366	3.145888	29.93	LOC101929599	putative POM121-like protein 1-like pseudogene
200895	3.39e-19	7.98e-21	0.402	9.359929	3.761788	16.8	DHFR2	dihydrofolate reductase 2
25893	3.50e-19	8.26e-21	0.201	-9.356218	-1.883628	4714.57	TRIM58	tripartite motif containing 58
80218	3.56e-19	8.42e-21	0.208	-9.354252	-1.946886	587.54	NAA50	N-alpha-acetyltransferase 50, NatE catalytic subunit
107987254	3.65e-19	8.66e-21	0.398	9.351217	3.720793	11.29	LOC107987254	
646652	3.69e-19	8.78e-21	0.375	9.349839	3.504167	62.18	LOC646652	integral membrane glycoprotein-like pseudogene
51720	3.70e-19	8.84e-21	0.193	-9.349058	-1.808665	1052.28	UIMC1	ubiquitin interaction motif containing 1
1452	4.43e-19	1.06e-20	0.167	-9.329611	-1.557875	1568.35	CSNK1A1	casein kinase 1 alpha 1
162	4.43e-19	1.06e-20	0.216	-9.329465	-2.016431	260.67	AP1B1	adaptor related protein complex 1 subunit beta 1
23015	4.67e-19	1.13e-20	0.352	9.323476	3.277661	61.24	GOLGA8A	golgin A8 family member A
28638	4.69e-19	1.14e-20	0.203	9.32234	1.888899	319.83	TRBC2	T cell receptor beta constant 2
115294	4.69e-19	1.14e-20	0.172	-9.322438	-1.601237	3740.64	PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
5352	4.78e-19	1.16e-20	0.219	-9.319968	-2.045544	305.31	PLOD2	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2
2273	4.87e-19	1.19e-20	0.233	-9.317721	-2.169194	2978.03	FHL1	four and a half LIM domains 1
126326	5.17e-19	1.27e-20	0.234	-9.311025	-2.181528	74.09	GIPC3	GIPC PDZ domain containing family member 3
144348	5.40e-19	1.32e-20	0.19	-9.3062	-1.769443	327.26	ZNF664	zinc finger protein 664
55809	5.47e-19	1.35e-20	0.329	9.304571	3.059433	31.5	TRERF1	transcriptional regulating factor 1
2017	5.55e-19	1.37e-20	0.216	-9.302649	-2.013862	15202.07	CTTN	cortactin
4063	5.60e-19	1.39e-20	0.376	9.301325	3.50059	45.16	LY9	lymphocyte antigen 9
5565	5.95e-19	1.48e-20	0.222	-9.294178	-2.064333	184.91	PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2
30061	5.95e-19	1.48e-20	0.229	-9.294174	-2.127278	17554.55	SLC40A1	solute carrier family 40 member 1
10484	6.05e-19	1.51e-20	0.204	-9.29225	-1.896038	308.95	SEC23A	SEC23 homolog A, COPII coat complex component
27032	6.06e-19	1.52e-20	0.212	-9.291649	-1.969341	734.92	ATP2C1	ATPase secretory pathway Ca2+ transporting 1
57446	6.14e-19	1.54e-20	0.186	-9.290037	-1.731138	270.63	NDRG3	NDRG family member 3
57583	6.47e-19	1.63e-20	0.267	9.284094	2.480533	32.12	TMEM181	transmembrane protein 181
113201	6.82e-19	1.73e-20	0.167	-9.277863	-1.550187	338.89	GOLM2	golgi membrane protein 2
9744	6.82e-19	1.73e-20	0.251	9.277843	2.326092	67.59	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1
57190	6.95e-19	1.77e-20	0.224	-9.275231	-2.073915	140.29	SELENON	selenoprotein N
344787	6.95e-19	1.77e-20	0.39	9.275488	3.612827	17.14	ZNF860	zinc finger protein 860
493	7.72e-19	1.98e-20	0.316	9.263362	2.926112	78.43	ATP2B4	ATPase plasma membrane Ca2+ transporting 4
22885	7.72e-19	1.98e-20	0.21	-9.263514	-1.945928	2542.62	ABLIM3	actin binding LIM protein family member 3
118	8.27e-19	2.13e-20	0.134	-9.255701	-1.238834	449.05	ADD1	adducin 1
377677	8.33e-19	2.15e-20	0.179	-9.254622	-1.654397	345.26	CA13	carbonic anhydrase 13
5094	8.89e-19	2.30e-20	0.126	-9.247414	-1.167	779.9	PCBP2	poly(rC) binding protein 2
60685	8.96e-19	2.33e-20	0.188	-9.245997	-1.738287	187.44	ZFAND3	zinc finger AN1-type containing 3
5660	8.96e-19	2.33e-20	0.221	-9.246086	-2.040361	11160.84	PSAP	prosaposin
8736	1.02e-18	2.67e-20	0.189	-9.23149	-1.742526	212.6	MYOM1	myomesin 1
730051	1.04e-18	2.72e-20	0.245	9.229385	2.25797	34.02	ZNF814	zinc finger protein 814
100130701	1.05e-18	2.76e-20	0.209	-9.227778	-1.93257	22.73	LRRC58-DT	LRRC58 divergent transcript
3098	1.07e-18	2.83e-20	0.206	-9.225329	-1.903812	2254.82	HK1	hexokinase 1
8936	1.12e-18	2.96e-20	0.285	-9.220356	-2.6323	156.4	WASF1	WASP family member 1
107984340	1.17e-18	3.09e-20	0.231	-9.215672	-2.125346	161.27	LOC107984340	uncharacterized LOC107984340
100133005	1.18e-18	3.14e-20	0.268	9.213999	2.472554	16.02	RASA4DP	RAS p21 protein activator 4D, pseudogene
4300	1.24e-18	3.30e-20	0.188	-9.20863	-1.731012	659.9	MLLT3	MLLT3 super elongation complex subunit
9520	1.50e-18	4.00e-20	0.159	-9.18818	-1.459148	465.88	NPEPPS	aminopeptidase puromycin sensitive
114004397	1.51e-18	4.03e-20	0.218	9.18718	2.002744	41.04	CA5BP1-CA5B	CA5BP1-CA5B readthrough
100132891	1.51e-18	4.05e-20	0.241	-9.186628	-2.214931	214.37	MSC-AS1	MSC antisense RNA 1
113939925	1.51e-18	4.06e-20	0.285	9.186579	2.614101	14.62	BMS1P4-AGAP5	BMS1P4-AGAP5 readthrough
84833	1.56e-18	4.21e-20	0.167	-9.182532	-1.529366	334.18	ATP5MK	ATP synthase membrane subunit k
11338	1.56e-18	4.20e-20	0.181	-9.182801	-1.661541	58.2	U2AF2	U2 small nuclear RNA auxiliary factor 2
100507472	1.66e-18	4.52e-20	0.25	-9.174989	-2.292522	18.75	LOC100507472	uncharacterized LOC100507472
84329	1.73e-18	4.72e-20	0.314	9.170272	2.877698	72.59	HVCN1	hydrogen voltage gated channel 1
3983	1.85e-18	5.03e-20	0.162	-9.163283	-1.482623	1291.97	ABLIM1	actin binding LIM protein 1
7174	1.88e-18	5.15e-20	0.131	-9.160777	-1.201039	420.29	TPP2	tripeptidyl peptidase 2
535	1.90e-18	5.22e-20	0.182	-9.159444	-1.663308	210.9	ATP6V0A1	ATPase H+ transporting V0 subunit a1
23032	1.92e-18	5.27e-20	0.177	-9.158259	-1.617491	995.22	USP33	ubiquitin specific peptidase 33
26249	1.94e-18	5.34e-20	0.356	9.156921	3.257241	21.88	KLHL3	kelch like family member 3
5315	1.94e-18	5.36e-20	0.224	-9.156518	-2.054876	30391.38	PKM	pyruvate kinase M1/2
84460	2.24e-18	6.21e-20	0.399	9.140643	3.645966	27.01	ZMAT1	zinc finger matrin-type 1
9563	2.33e-18	6.48e-20	0.346	9.135996	3.15655	28.6	H6PD	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
80739	2.51e-18	6.98e-20	0.229	-9.127889	-2.087129	33445.89	MPIG6B	megakaryocyte and platelet inhibitory receptor G6b
9948	2.56e-18	7.15e-20	0.214	-9.125331	-1.953364	8162.21	WDR1	WD repeat domain 1
27102	2.73e-18	7.64e-20	0.229	-9.118206	-2.09165	5577.19	EIF2AK1	eukaryotic translation initiation factor 2 alpha kinase 1
123811	2.76e-18	7.76e-20	0.211	-9.116511	-1.924512	886.7	CEP20	centrosomal protein 20
57498	2.76e-18	7.78e-20	0.17	-9.116151	-1.546	408.43	KIDINS220	kinase D interacting substrate 220
6715	2.89e-18	8.15e-20	0.349	9.111111	3.182222	19.48	SRD5A1	steroid 5 alpha-reductase 1
220869	2.91e-18	8.24e-20	0.163	9.110029	1.481512	66.53	ZNG1E	Zn regulated GTPase metalloprotein activator 1E
7035	2.99e-18	8.48e-20	0.201	-9.106799	-1.829464	2247.5	TFPI	tissue factor pathway inhibitor
51735	3.31e-18	9.43e-20	0.286	9.095344	2.602619	88.94	RAPGEF6	Rap guanine nucleotide exchange factor 6
101241892	3.34e-18	9.53e-20	0.403	9.094228	3.669061	20.17	NPTN-IT1	NPTN intronic transcript 1
30850	3.47e-18	9.94e-20	0.216	-9.089595	-1.961333	74.6	CDR2L	cerebellar degeneration related protein 2 like
84236	3.63e-18	1.04e-19	0.185	-9.084605	-1.677541	588.4	RHBDD1	rhomboid domain containing 1
105376090	3.86e-18	1.11e-19	0.418	9.077609	3.798277	37.85	LOC105376090	uncharacterized LOC105376090
5213	3.93e-18	1.13e-19	0.22	-9.075413	-2.000125	221.3	PFKM	phosphofructokinase, muscle
5175	4.01e-18	1.16e-19	0.201	-9.073006	-1.824483	3184.03	PECAM1	platelet and endothelial cell adhesion molecule 1
9874	4.10e-18	1.19e-19	0.209	-9.070195	-1.898096	16376.96	TLK1	tousled like kinase 1
9908	4.47e-18	1.30e-19	0.207	-9.060557	-1.877496	1828.95	G3BP2	G3BP stress granule assembly factor 2
55073	4.65e-18	1.35e-19	0.282	9.056018	2.552254	83.93	LRRC37A4P	leucine rich repeat containing 37 member A4, pseudogene
129293	4.72e-18	1.38e-19	0.379	9.053911	3.428253	53.93	TRABD2A	TraB domain containing 2A
83931	4.95e-18	1.45e-19	0.206	-9.04858	-1.862128	1007.97	STK40	serine/threonine kinase 40
4026	6.24e-18	1.83e-19	0.169	-9.022836	-1.52742	1111.28	LPP	LIM domain containing preferred translocation partner in lipoma
22920	6.80e-18	2.00e-19	0.226	-9.013186	-2.039562	957.88	KIFAP3	kinesin associated protein 3
644297	7.09e-18	2.09e-19	0.403	9.008339	3.630373	10.43	FAM215B	family with sequence similarity 215 member B
203	7.32e-18	2.16e-19	0.21	-9.004594	-1.893471	108.5	AK1	adenylate kinase 1
107985404	7.48e-18	2.22e-19	0.426	9.001964	3.835299	15.11	LOC107985404	uncharacterized LOC107985404
26049	7.67e-18	2.28e-19	0.393	8.998991	3.534072	15	FAM169A	family with sequence similarity 169 member A
3561	8.59e-18	2.56e-19	0.263	8.986221	2.361702	591.51	IL2RG	interleukin 2 receptor subunit gamma
112724	8.92e-18	2.67e-19	0.263	8.981738	2.362347	29.69	RDH13	retinol dehydrogenase 13
285195	9.08e-18	2.72e-19	0.159	-8.979567	-1.431729	390.96	SLC9A9	solute carrier family 9 member A9
5272	9.13e-18	2.74e-19	0.193	-8.978741	-1.728526	512.07	SERPINB9	serpin family B member 9
29940	9.35e-18	2.81e-19	0.172	-8.975738	-1.547292	783.26	DSE	dermatan sulfate epimerase
84333	9.46e-18	2.85e-19	0.197	-8.974182	-1.765763	4392.58	PCGF5	polycomb group ring finger 5
5747	9.53e-18	2.88e-19	0.178	-8.973182	-1.597334	717.12	PTK2	protein tyrosine kinase 2
10810	9.56e-18	2.90e-19	0.202	-8.972549	-1.811007	470.58	WASF3	WASP family member 3
2710	9.91e-18	3.01e-19	0.185	-8.968282	-1.656787	379.45	GK	glycerol kinase
23360	9.95e-18	3.03e-19	0.233	8.967564	2.089103	98.99	FNBP4	formin binding protein 4
8555	1.01e-17	3.09e-19	0.184	-8.965305	-1.649629	1039.81	CDC14B	cell division cycle 14B
84174	1.01e-17	3.11e-19	0.23	-8.964908	-2.058293	2385.77	SLA2	Src like adaptor 2
112268261	1.02e-17	3.14e-19	0.391	8.963552	3.504497	15.18	LOC112268261	uncharacterized LOC112268261
58497	1.02e-17	3.13e-19	0.211	-8.964029	-1.890999	4219.5	PRUNE1	prune exopolyphosphatase 1
8331	1.02e-17	3.14e-19	0.223	-8.963634	-1.997929	16.27	H2AC14	H2A clustered histone 14
9844	1.05e-17	3.26e-19	0.153	-8.959662	-1.368107	427.49	ELMO1	engulfment and cell motility 1
55827	1.06e-17	3.29e-19	0.185	-8.958689	-1.659883	270.12	DCAF6	DDB1 and CUL4 associated factor 6
9444	1.12e-17	3.47e-19	0.172	-8.952754	-1.536699	537.64	QKI	QKI, KH domain containing RNA binding
7534	1.20e-17	3.75e-19	0.188	-8.944207	-1.681691	36780.88	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
963	1.22e-17	3.81e-19	0.241	8.942347	2.152892	386.26	CD53	CD53 molecule
25970	1.22e-17	3.81e-19	0.352	8.942469	3.152132	9.44	SH2B1	SH2B adaptor protein 1
867	1.23e-17	3.87e-19	0.154	-8.9407	-1.375091	255.9	CBL	Cbl proto-oncogene
151313	1.26e-17	3.95e-19	0.35	8.938233	3.12751	12.84	FAHD2B	fumarylacetoacetate hydrolase domain containing 2B
100874052	1.28e-17	4.04e-19	0.253	-8.935894	-2.264929	468.34	LINC00534	long intergenic non-protein coding RNA 534
3674	1.29e-17	4.07e-19	0.254	-8.935096	-2.272506	15249.66	ITGA2B	integrin subunit alpha 2b
7871	1.49e-17	4.71e-19	0.165	-8.918956	-1.471584	1057.78	SLMAP	sarcolemma associated protein
4131	1.52e-17	4.82e-19	0.258	-8.916247	-2.303161	771.41	MAP1B	microtubule associated protein 1B
60313	1.52e-17	4.86e-19	0.172	-8.915455	-1.532526	568.3	GPBP1L1	GC-rich promoter binding protein 1 like 1
10940	1.52e-17	4.84e-19	0.333	8.915776	2.973271	24.97	POP1	POP1 homolog, ribonuclease P/MRP subunit
81542	1.52e-17	4.85e-19	0.158	-8.915662	-1.410194	544.72	TMX1	thioredoxin related transmembrane protein 1
4753	1.61e-17	5.17e-19	0.41	8.908665	3.651059	37.71	NELL2	neural EGFL like 2
3709	1.64e-17	5.25e-19	0.146	-8.906819	-1.297544	411.3	ITPR2	inositol 1,4,5-trisphosphate receptor type 2
64375	1.68e-17	5.41e-19	0.389	8.903455	3.460855	21.77	IKZF4	IKAROS family zinc finger 4
64759	1.74e-17	5.61e-19	0.202	-8.899563	-1.796165	408.46	TNS3	tensin 3
6990	1.75e-17	5.64e-19	0.233	-8.898822	-2.07093	1082.86	DYNLT3	dynein light chain Tctex-type 3
8969	1.77e-17	5.73e-19	0.245	-8.897171	-2.176964	587.13	H2AC11	H2A clustered histone 11
8648	1.81e-17	5.88e-19	0.149	-8.894263	-1.320901	438.32	NCOA1	nuclear receptor coactivator 1
54545	1.91e-17	6.22e-19	0.186	-8.888105	-1.655039	618.91	MTMR12	myotubularin related protein 12
2926	2.00e-17	6.52e-19	0.18	-8.882856	-1.600655	352.08	GRSF1	G-rich RNA sequence binding factor 1
5870	2.03e-17	6.64e-19	0.202	-8.880821	-1.79144	1906.37	RAB6A	RAB6A, member RAS oncogene family
4175	2.23e-17	7.29e-19	0.211	-8.870392	-1.874841	359.99	MCM6	minichromosome maintenance complex component 6
50852	2.39e-17	7.86e-19	0.41	8.862035	3.63441	80.98	TRAT1	T cell receptor associated transmembrane adaptor 1
27067	2.43e-17	8.00e-19	0.182	-8.85997	-1.614141	876.54	STAU2	staufen double-stranded RNA binding protein 2
7328	2.54e-17	8.36e-19	0.184	-8.855071	-1.627971	841.55	UBE2H	ubiquitin conjugating enzyme E2 H
3716	2.64e-17	8.71e-19	0.162	-8.850538	-1.433435	735.13	JAK1	Janus kinase 1
8780	2.71e-17	8.98e-19	0.192	-8.847081	-1.696221	6277.05	RIOK3	RIO kinase 3
85379	2.77e-17	9.19e-19	0.375	8.844539	3.314928	17.56	KIAA1671	KIAA1671
916	2.87e-17	9.55e-19	0.274	8.840232	2.426034	176.58	CD3E	CD3 epsilon subunit of T-cell receptor complex
489	2.98e-17	9.94e-19	0.218	-8.835818	-1.928653	1293.16	ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
51194	3.04e-17	1.02e-18	0.248	-8.833256	-2.191123	446.66	IPO11	importin 11
5125	3.15e-17	1.05e-18	0.345	8.829207	3.047446	34.28	PCSK5	proprotein convertase subtilisin/kexin type 5
10216	3.49e-17	1.17e-18	0.27	8.817312	2.377132	14.52	PRG4	proteoglycan 4
83700	3.56e-17	1.20e-18	0.236	-8.814787	-2.079171	1647.26	JAM3	junctional adhesion molecule 3
105375942	3.60e-17	1.22e-18	0.379	8.813073	3.339012	16.22	LOC105375942	uncharacterized LOC105375942
144132	3.60e-17	1.21e-18	0.353	8.813329	3.107474	19.44	DNHD1	dynein heavy chain domain 1
6652	3.60e-17	1.22e-18	0.263	-8.813019	-2.317426	126.71	SORD	sorbitol dehydrogenase
258010	3.70e-17	1.26e-18	0.214	-8.809564	-1.885734	4484.45	SVIP	small VCP interacting protein
653080	3.71e-17	1.26e-18	0.254	8.809092	2.241668	18.65	GUSBP16	GUSB pseudogene 16
114823	3.76e-17	1.28e-18	0.284	8.807216	2.497803	31.58	LENG8	leukocyte receptor cluster member 8
126259	4.08e-17	1.39e-18	0.432	8.797906	3.801844	14.48	TMIGD2	transmembrane and immunoglobulin domain containing 2
54662	4.13e-17	1.41e-18	0.21	-8.796277	-1.845628	322.28	TBC1D13	TBC1 domain family member 13
8739	4.13e-17	1.42e-18	0.444	8.795856	3.906916	23.9	HRK	harakiri, BCL2 interacting protein
10634	4.13e-17	1.42e-18	0.307	-8.795741	-2.701042	505.02	GAS2L1	growth arrest specific 2 like 1
51257	4.29e-17	1.48e-18	0.21	-8.791376	-1.846114	5233.73	MARCHF2	membrane associated ring-CH-type finger 2
2039	4.32e-17	1.49e-18	0.209	-8.790202	-1.833754	2581.35	DMTN	dematin actin binding protein
80127	4.52e-17	1.56e-18	0.212	-8.785002	-1.864445	446.65	BBOF1	basal body orientation factor 1
10404	4.60e-17	1.59e-18	0.253	-8.782875	-2.222389	602.56	CPQ	carboxypeptidase Q
5534	4.66e-17	1.62e-18	0.159	-8.78119	-1.396573	280.26	PPP3R1	protein phosphatase 3 regulatory subunit B, alpha
81876	4.86e-17	1.69e-18	0.222	-8.776089	-1.94504	1849.96	RAB1B	RAB1B, member RAS oncogene family
63874	5.08e-17	1.77e-18	0.236	-8.770804	-2.07102	872.92	ABHD4	abhydrolase domain containing 4, N-acyl phospholipase B
81533	5.10e-17	1.78e-18	0.208	-8.770314	-1.82478	886.25	ITFG1	integrin alpha FG-GAP repeat containing 1
